dt , barometer (mbar), pressure (mbar), altimeter (mbar), inTemp (C), outTemp (C), inHumidity	 (%), outHumidity	 (%), rainRate (mm/hour), rain (mm), dewpoint (C), windchill (C), heatindex (C), ET (mm), rxCheckPercent	 (%), windSpeed (m/s), windDir (grad), windGust (m/s), windGustDir (grad)
2023-11-21 11:58:00, 977.267, 977.267, 976.967, 28.3, 0.0, 9, 66, 0.0, 0.0, -5.6, 0.0, 0.0, 0.0, 85, 0.9, 180.0, 2.2, 247.5
2023-11-21 11:59:00, 977.470, 977.470, 977.171, 28.3, 0.0, 9, 66, 0.0, 0.0, -5.6, -2.2, 0.0, 0.0, 81, 1.8, 247.5, 2.7, 247.5
2023-11-21 12:00:00, 977.403, 977.403, 977.103, 28.3, -0.1, 9, 66, 0.0, 0.0, -5.6, -0.1, -0.1, 0.0, 85, 1.3, 202.5, 2.7, 247.5
2023-11-21 12:01:00, 977.267, 977.267, 976.967, 28.3, -0.1, 9, 65, 0.0, 0.0, -5.8, -2.2, -0.1, 0.0, 81, 1.8, 180.0, 2.7, 202.5
2023-11-21 12:02:00, 977.132, 977.132, 976.832, 28.3, -0.1, 9, 64, 0.0, 0.0, -6.0, -0.1, -0.1, 0.0, 85, 1.3, 180.0, 2.2, 180.0
2023-11-21 12:03:00, 977.335, 977.335, 977.035, 28.3, -0.1, 9, 64, 0.0, 0.0, -6.0, -0.1, -0.1, 0.0, 81, 1.3, 202.5, 1.8, 202.5
2023-11-21 12:04:00, 977.335, 977.335, 977.035, 28.3, -0.1, 9, 64, 0.0, 0.0, -6.0, -3.3, -0.1, 0.0, 85, 2.7, 315.0, 3.6, 292.5
2023-11-21 12:05:00, 977.470, 977.470, 977.171, 28.3, -0.1, 9, 64, 0.0, 0.0, -6.0, -2.8, -0.1, 0.0, 81, 2.2, 225.0, 3.6, 270.0
2023-11-21 12:06:00, 977.572, 977.572, 977.272, 28.3, -0.1, 9, 64, 0.0, 0.0, -6.1, -0.1, -0.1, 0.0, 85, 1.3, 270.0, 4.0, 270.0
2023-11-21 12:07:00, 977.267, 977.267, 976.967, 28.3, -0.1, 9, 64, 0.0, 0.0, -6.1, -0.1, -0.1, 0.0, 85, 1.3, 270.0, 3.1, 225.0
2023-11-21 12:08:00, 977.369, 977.369, 977.069, 28.3, -0.1, 9, 63, 0.0, 0.0, -6.3, -0.1, -0.1, 0.0, 85, 1.3, 270.0, 2.2, 270.0
2023-11-21 12:09:00, 977.267, 977.267, 976.967, 28.3, -0.1, 9, 63, 0.0, 0.0, -6.3, -0.1, -0.1, 0.0, 85, 0.9, 270.0, 1.8, 270.0
2023-11-21 12:10:00, 977.470, 977.470, 977.171, 28.3, -0.1, 9, 62, 0.0, 0.0, -6.5, -5.3, -0.1, 0.0, 85, 5.4, 292.5, 8.5, 315.0
2023-11-21 12:11:00, 977.369, 977.369, 977.069, 28.4, -0.1, 10, 60, 0.0, 0.0, -6.9, -4.7, -0.1, 0.0, 85, 4.5, 337.5, 7.6, 337.5
2023-11-21 12:12:00, 977.369, 977.369, 977.069, 28.4, -0.1, 10, 59, 0.0, 0.0, -7.1, -3.7, -0.1, 0.0, 77, 3.1, 292.5, 5.4, 292.5
2023-11-21 12:13:00, 977.437, 977.437, 977.137, 28.4, 0.0, 10, 59, 0.0, 0.0, -7.0, -2.2, 0.0, 0.0, 90, 1.8, 225.0, 2.7, 225.0
2023-11-21 12:14:00, 977.369, 977.369, 977.069, 28.4, 0.1, 10, 59, 0.0, 0.0, -7.0, 0.1, 0.1, 0.0, 85, 0.9, 202.5, 1.3, 202.5
2023-11-21 12:15:00, 977.538, 977.538, 977.238, 28.4, 0.1, 10, 59, 0.0, 0.0, -7.0, 0.1, 0.1, 0.0, 77, 0.9, 225.0, 1.3, 225.0
2023-11-21 12:16:00, 977.606, 977.606, 977.306, 28.4, 0.1, 10, 59, 0.0, 0.0, -6.9, 0.1, 0.1, 0.0, 85, 1.3, 225.0, 2.7, 270.0
2023-11-21 12:17:00, 977.707, 977.707, 977.408, 28.6, 0.1, 10, 59, 0.0, 0.0, -7.0, -2.7, 0.1, 0.0, 77, 2.2, 270.0, 4.5, 315.0
2023-11-21 12:18:00, 977.741, 977.741, 977.441, 28.6, 0.1, 10, 59, 0.0, 0.0, -7.0, -5.5, 0.1, 0.0, 94, 6.3, 292.5, 8.5, 270.0
2023-11-21 12:19:00, 977.978, 977.978, 977.678, 28.6, 0.1, 9, 59, 0.0, 0.0, -6.9, -4.7, 0.1, 0.0, 81, 4.9, 270.0, 7.6, 225.0
2023-11-21 12:20:00, 977.707, 977.707, 977.408, 28.6, 0.1, 9, 59, 0.0, 0.0, -6.9, -4.5, 0.1, 0.0, 81, 4.5, 337.5, 8.9, 337.5
2023-11-21 12:21:00, 977.572, 977.572, 977.272, 28.6, 0.1, 10, 60, 0.0, 0.0, -6.7, -4.5, 0.1, 0.0, 85, 4.5, 292.5, 7.2, 0.0
2023-11-21 12:22:00, 977.640, 977.640, 977.340, 28.6, 0.1, 10, 60, 0.0, 0.0, -6.7, -4.5, 0.1, 0.0, 77, 4.5, 292.5, 13.4, 270.0
2023-11-21 12:23:00, 977.843, 977.843, 977.543, 28.6, 0.1, 10, 60, 0.0, 0.0, -6.7, -5.6, 0.1, 0.0, 90, 6.7, 270.0, 14.3, 270.0
2023-11-21 12:24:00, 977.775, 977.775, 977.475, 28.6, 0.1, 9, 59, 0.0, 0.0, -6.9, -3.5, 0.1, 0.0, 81, 3.1, 247.5, 4.9, 270.0
2023-11-21 12:25:00, 977.809, 977.809, 977.509, 28.6, 0.1, 10, 60, 0.0, 0.0, -6.7, -2.1, 0.1, 0.0, 81, 1.8, 247.5, 2.7, 225.0
2023-11-21 12:26:00, 977.741, 977.741, 977.441, 28.7, 0.1, 10, 59, 0.0, 0.0, -6.9, -4.5, 0.1, 0.0, 85, 4.5, 292.5, 8.5, 270.0
2023-11-21 12:27:00, 977.741, 977.741, 977.441, 28.7, 0.1, 10, 60, 0.0, 0.0, -6.7, -5.0, 0.1, 0.0, 81, 5.4, 337.5, 7.6, 337.5
2023-11-21 12:28:00, 977.911, 977.911, 977.611, 28.7, 0.1, 10, 60, 0.0, 0.0, -6.7, -4.7, 0.1, 0.0, 81, 4.9, 292.5, 6.3, 270.0
2023-11-21 12:29:00, 977.775, 977.775, 977.475, 28.7, 0.1, 10, 60, 0.0, 0.0, -6.7, -5.4, 0.1, 0.0, 90, 6.3, 292.5, 10.3, 270.0
2023-11-21 12:30:00, 977.877, 977.877, 977.577, 28.7, 0.1, 10, 60, 0.0, 0.0, -6.7, -5.6, 0.1, 0.0, 85, 6.7, 270.0, 8.5, 270.0
2023-11-21 12:31:00, 978.012, 978.012, 977.712, 28.7, 0.1, 10, 59, 0.0, 0.0, -6.9, -5.0, 0.1, 0.0, 81, 5.4, 292.5, 9.4, 270.0
2023-11-21 12:32:00, 977.809, 977.809, 977.509, 28.7, 0.1, 10, 59, 0.0, 0.0, -6.9, -4.5, 0.1, 0.0, 85, 4.5, 270.0, 7.6, 270.0
2023-11-21 12:33:00, 977.775, 977.775, 977.475, 28.7, 0.1, 10, 59, 0.0, 0.0, -6.9, -4.5, 0.1, 0.0, 81, 4.5, 270.0, 7.2, 270.0
2023-11-21 12:34:00, 977.775, 977.775, 977.475, 28.7, 0.2, 10, 60, 0.0, 0.0, -6.7, -2.5, 0.2, 0.0, 90, 2.2, 270.0, 4.0, 270.0
2023-11-21 12:35:00, 978.452, 978.452, 978.152, 28.8, 0.1, 10, 60, 0.0, 0.0, -6.7, -4.7, 0.1, 0.0, 90, 4.9, 292.5, 7.6, 270.0
2023-11-21 12:36:00, 977.809, 977.809, 977.509, 28.8, 0.1, 10, 61, 0.0, 0.0, -6.5, -3.5, 0.1, 0.0, 81, 3.1, 292.5, 3.6, 315.0
2023-11-21 12:37:00, 977.741, 977.741, 977.441, 28.8, 0.1, 10, 61, 0.0, 0.0, -6.5, -2.1, 0.1, 0.0, 81, 1.8, 292.5, 3.6, 247.5
2023-11-21 12:38:00, 977.809, 977.809, 977.509, 28.8, 0.1, 10, 61, 0.0, 0.0, -6.6, -4.2, 0.1, 0.0, 85, 4.0, 270.0, 7.2, 292.5
2023-11-21 12:39:00, 977.877, 977.877, 977.577, 28.8, 0.1, 10, 60, 0.0, 0.0, -6.8, -3.9, 0.1, 0.0, 90, 3.6, 247.5, 5.8, 247.5
2023-11-21 12:40:00, 977.741, 977.741, 977.441, 28.8, 0.1, 10, 61, 0.0, 0.0, -6.6, -4.2, 0.1, 0.0, 81, 4.0, 270.0, 6.7, 270.0
2023-11-21 12:41:00, 977.775, 977.775, 977.475, 28.8, 0.1, 9, 61, 0.0, 0.0, -6.6, -3.5, 0.1, 0.0, 81, 3.1, 292.5, 4.9, 292.5
2023-11-21 12:42:00, 977.741, 977.741, 977.441, 28.8, 0.0, 10, 61, 0.0, 0.0, -6.6, -3.6, 0.0, 0.0, 85, 3.1, 270.0, 4.9, 247.5
2023-11-21 12:43:00, 977.775, 977.775, 977.475, 28.8, 0.0, 10, 61, 0.0, 0.0, -6.6, -4.3, 0.0, 0.0, 81, 4.0, 270.0, 5.4, 270.0
2023-11-21 12:44:00, 977.843, 977.843, 977.543, 28.8, 0.0, 9, 61, 0.0, 0.0, -6.6, -3.2, 0.0, 0.0, 85, 2.7, 270.0, 3.6, 270.0
2023-11-21 12:45:00, 977.741, 977.741, 977.441, 28.8, 0.0, 9, 61, 0.0, 0.0, -6.6, -2.7, 0.0, 0.0, 85, 2.2, 270.0, 4.5, 270.0
2023-11-21 12:46:00, 977.707, 977.707, 977.408, 28.8, 0.0, 10, 61, 0.0, 0.0, -6.6, -4.6, 0.0, 0.0, 81, 4.5, 22.5, 5.8, 337.5
2023-11-21 12:47:00, 977.572, 977.572, 977.272, 28.8, 0.0, 10, 60, 0.0, 0.0, -6.8, -5.1, 0.0, 0.0, 85, 5.4, 225.0, 8.0, 247.5
2023-11-21 12:48:00, 977.809, 977.809, 977.509, 28.8, 0.0, 9, 61, 0.0, 0.0, -6.6, -4.3, 0.0, 0.0, 81, 4.0, 247.5, 6.7, 270.0
2023-11-21 12:49:00, 977.606, 977.606, 977.306, 28.8, 0.1, 9, 59, 0.0, 0.0, -7.0, -3.1, 0.1, 0.0, 85, 2.7, 157.5, 4.0, 180.0
2023-11-21 12:50:00, 977.606, 977.606, 977.306, 28.8, 0.1, 10, 58, 0.0, 0.0, -7.2, -2.6, 0.1, 0.0, 85, 2.2, 247.5, 3.6, 247.5
2023-11-21 12:51:00, 977.606, 977.606, 977.306, 28.8, 0.1, 9, 58, 0.0, 0.0, -7.2, 0.1, 0.1, 0.0, 81, 1.3, 270.0, 2.7, 270.0
2023-11-21 12:52:00, 977.504, 977.504, 977.204, 28.8, 0.1, 9, 58, 0.0, 0.0, -7.2, 0.1, 0.1, 0.0, 90, 1.3, 247.5, 1.8, 247.5
2023-11-21 12:53:00, 977.640, 977.640, 977.340, 28.8, 0.2, 9, 58, 0.0, 0.0, -7.1, 0.2, 0.2, 0.0, 81, 0.9, 247.5, 2.2, 292.5
2023-11-21 12:54:00, 977.606, 977.606, 977.306, 28.8, 0.2, 9, 58, 0.0, 0.0, -7.1, -2.5, 0.2, 0.0, 81, 2.2, 292.5, 4.0, 225.0
2023-11-21 12:55:00, 977.674, 977.674, 977.374, 28.8, 0.2, 9, 58, 0.0, 0.0, -7.1, -3.0, 0.2, 0.0, 94, 2.7, 202.5, 3.6, 202.5
2023-11-21 12:56:00, 978.351, 978.351, 978.051, 28.8, 0.2, 9, 58, 0.0, 0.0, -7.1, -4.4, 0.2, 0.0, 81, 4.5, 180.0, 5.8, 180.0
2023-11-21 12:57:00, 978.351, 978.351, 978.051, 28.8, 0.2, 9, 57, 0.0, 0.0, -7.3, -2.9, 0.2, 0.0, 81, 2.7, 180.0, 4.5, 180.0
2023-11-21 12:58:00, 977.437, 977.437, 977.137, 28.8, 0.2, 9, 57, 0.0, 0.0, -7.3, -1.9, 0.2, 0.0, 85, 1.8, 247.5, 3.1, 337.5
2023-11-21 12:59:00, 977.301, 977.301, 977.001, 28.8, 0.3, 9, 57, 0.0, 0.0, -7.2, 0.3, 0.3, 0.0, 85, 1.3, 337.5, 3.1, 337.5
2023-11-21 13:00:00, 977.335, 977.335, 977.035, 28.8, 0.3, 9, 57, 0.0, 0.0, -7.2, -1.9, 0.3, 0.0, 85, 1.8, 337.5, 3.1, 247.5
2023-11-21 13:01:00, 977.437, 977.437, 977.137, 28.8, 0.3, 9, 57, 0.0, 0.0, -7.2, -4.0, 0.3, 0.0, 85, 4.0, 247.5, 6.7, 225.0
2023-11-21 13:02:00, 977.470, 977.470, 977.171, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, -3.3, 0.3, 0.0, 85, 3.1, 180.0, 4.0, 180.0
2023-11-21 13:03:00, 977.200, 977.200, 976.900, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, 0.3, 0.3, 0.0, 77, 1.3, 180.0, 2.7, 180.0
2023-11-21 13:04:00, 977.267, 977.267, 976.967, 28.7, 0.3, 9, 56, 0.0, 0.0, -7.5, -1.9, 0.3, 0.0, 85, 1.8, 180.0, 2.2, 180.0
2023-11-21 13:05:00, 977.403, 977.403, 977.103, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, -1.8, 0.3, 0.0, 85, 1.8, 202.5, 2.2, 180.0
2023-11-21 13:06:00, 977.369, 977.369, 977.069, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, 0.3, 0.3, 0.0, 81, 1.3, 225.0, 2.2, 225.0
2023-11-21 13:07:00, 977.335, 977.335, 977.035, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, -1.8, 0.3, 0.0, 85, 1.8, 270.0, 4.5, 247.5
2023-11-21 13:08:00, 977.233, 977.233, 976.933, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, 0.3, 0.3, 0.0, 85, 1.3, 270.0, 1.8, 270.0
2023-11-21 13:09:00, 977.335, 977.335, 977.035, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, 0.3, 0.3, 0.0, 85, 0.9, 270.0, 1.3, 270.0
2023-11-21 13:10:00, 977.301, 977.301, 977.001, 28.7, 0.3, 9, 58, 0.0, 0.0, -7.0, 0.3, 0.3, 0.0, 77, 0.9, 270.0, 1.3, 270.0
2023-11-21 13:11:00, 977.369, 977.369, 977.069, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, 0.3, 0.3, 0.0, 94, 1.3, 270.0, 1.8, 270.0
2023-11-21 13:12:00, 977.233, 977.233, 976.933, 28.7, 0.3, 9, 57, 0.0, 0.0, -7.2, -1.9, 0.3, 0.0, 81, 1.8, 180.0, 3.6, 135.0
2023-11-21 13:13:00, 977.233, 977.233, 976.933, 28.7, 0.3, 10, 57, 0.0, 0.0, -7.2, -2.9, 0.3, 0.0, 77, 2.7, 180.0, 3.6, 135.0
2023-11-21 13:14:00, 977.267, 977.267, 976.967, 28.7, 0.3, 9, 58, 0.0, 0.0, -7.0, -1.9, 0.3, 0.0, 85, 1.8, 180.0, 2.7, 180.0
2023-11-21 13:15:00, 977.437, 977.437, 977.137, 28.7, 0.3, 9, 58, 0.0, 0.0, -7.0, 0.3, 0.3, 0.0, 81, 0.9, 180.0, 1.8, 180.0
2023-11-21 13:16:00, 977.267, 977.267, 976.967, 28.7, 0.3, 9, 58, 0.0, 0.0, -7.0, 0.3, 0.3, 0.0, 94, 1.3, 180.0, 3.6, 270.0
2023-11-21 13:17:00, 977.233, 977.233, 976.933, 28.7, 0.3, 9, 58, 0.0, 0.0, -7.0, -4.5, 0.3, 0.0, 81, 4.9, 337.5, 8.5, 337.5
2023-11-21 13:18:00, 977.098, 977.098, 976.798, 28.7, 0.3, 10, 57, 0.0, 0.0, -7.2, -3.6, 0.3, 0.0, 81, 3.6, 270.0, 5.4, 270.0
2023-11-21 13:19:00, 977.369, 977.369, 977.069, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -2.7, 0.4, 0.0, 85, 2.7, 225.0, 4.5, 225.0
2023-11-21 13:20:00, 977.267, 977.267, 976.967, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -2.3, 0.4, 0.0, 81, 2.2, 225.0, 3.1, 202.5
2023-11-21 13:21:00, 977.369, 977.369, 977.069, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -3.1, 0.4, 0.0, 90, 3.1, 270.0, 5.4, 247.5
2023-11-21 13:22:00, 976.996, 976.996, 976.696, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -1.7, 0.4, 0.0, 85, 1.8, 67.5, 3.1, 112.5
2023-11-21 13:23:00, 977.030, 977.030, 976.730, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -3.5, 0.4, 0.0, 85, 3.6, 270.0, 5.8, 270.0
2023-11-21 13:24:00, 977.098, 977.098, 976.798, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -4.4, 0.4, 0.0, 81, 4.9, 247.5, 7.6, 247.5
2023-11-21 13:25:00, 977.267, 977.267, 976.967, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -1.7, 0.4, 0.0, 81, 1.8, 247.5, 4.9, 247.5
2023-11-21 13:26:00, 977.233, 977.233, 976.933, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -1.7, 0.4, 0.0, 85, 1.8, 247.5, 3.1, 247.5
2023-11-21 13:27:00, 977.335, 977.335, 977.035, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -1.7, 0.4, 0.0, 90, 1.8, 247.5, 2.2, 247.5
2023-11-21 13:28:00, 977.267, 977.267, 976.967, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -1.7, 0.4, 0.0, 85, 1.8, 247.5, 3.1, 247.5
2023-11-21 13:29:00, 977.267, 977.267, 976.967, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -1.7, 0.4, 0.0, 81, 1.8, 247.5, 2.2, 247.5
2023-11-21 13:30:00, 977.335, 977.335, 977.035, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, 0.4, 0.4, 0.0, 81, 1.3, 225.0, 4.0, 202.5
2023-11-21 13:31:00, 977.267, 977.267, 976.967, 28.7, 0.4, 9, 57, 0.0, 0.0, -7.1, -2.7, 0.4, 0.0, 81, 2.7, 202.5, 3.6, 202.5
2023-11-21 13:32:00, 977.301, 977.301, 977.001, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -2.2, 0.4, 0.0, 90, 2.2, 270.0, 3.6, 225.0
2023-11-21 13:33:00, 977.978, 977.978, 977.678, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -2.2, 0.4, 0.0, 85, 2.2, 270.0, 3.6, 202.5
2023-11-21 13:34:00, 977.301, 977.301, 977.001, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, 0.4, 0.4, 0.0, 81, 0.9, 247.5, 2.2, 247.5
2023-11-21 13:35:00, 977.132, 977.132, 976.832, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -1.7, 0.4, 0.0, 81, 1.8, 247.5, 5.8, 270.0
2023-11-21 13:36:00, 977.369, 977.369, 977.069, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -4.0, 0.4, 0.0, 85, 4.5, 270.0, 7.6, 270.0
2023-11-21 13:37:00, 977.098, 977.098, 976.798, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -1.7, 0.4, 0.0, 90, 1.8, 337.5, 4.0, 225.0
2023-11-21 13:38:00, 977.369, 977.369, 977.069, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -3.1, 0.4, 0.0, 85, 3.1, 247.5, 4.0, 292.5
2023-11-21 13:39:00, 977.335, 977.335, 977.035, 28.7, 0.4, 9, 59, 0.0, 0.0, -6.7, -2.7, 0.4, 0.0, 81, 2.7, 270.0, 4.5, 270.0
2023-11-21 13:40:00, 977.200, 977.200, 976.900, 28.7, 0.4, 9, 59, 0.0, 0.0, -6.7, -2.3, 0.4, 0.0, 90, 2.2, 270.0, 4.9, 270.0
2023-11-21 13:41:00, 977.166, 977.166, 976.866, 28.7, 0.4, 9, 58, 0.0, 0.0, -6.9, -2.7, 0.4, 0.0, 81, 2.7, 292.5, 4.0, 270.0
2023-11-21 13:42:00, 977.166, 977.166, 976.866, 28.7, 0.4, 9, 59, 0.0, 0.0, -6.7, -3.1, 0.4, 0.0, 81, 3.1, 247.5, 4.5, 247.5
2023-11-21 13:43:00, 977.403, 977.403, 977.103, 28.7, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.9, 0.3, 0.0, 90, 5.8, 270.0, 9.8, 247.5
2023-11-21 13:44:00, 977.301, 977.301, 977.001, 28.6, 0.4, 8, 59, 0.0, 0.0, -6.7, -5.7, 0.4, 0.0, 81, 7.6, 270.0, 13.4, 270.0
2023-11-21 13:45:00, 977.233, 977.233, 976.933, 28.6, 0.3, 8, 59, 0.0, 0.0, -6.7, -5.2, 0.3, 0.0, 85, 6.3, 225.0, 7.6, 247.5
2023-11-21 13:46:00, 977.335, 977.335, 977.035, 28.6, 0.4, 8, 59, 0.0, 0.0, -6.7, -3.5, 0.4, 0.0, 85, 3.6, 247.5, 5.4, 225.0
2023-11-21 13:47:00, 977.166, 977.166, 976.866, 28.6, 0.4, 8, 59, 0.0, 0.0, -6.7, -2.3, 0.4, 0.0, 81, 2.2, 270.0, 3.6, 270.0
2023-11-21 13:48:00, 977.267, 977.267, 976.967, 28.6, 0.4, 9, 59, 0.0, 0.0, -6.7, -2.7, 0.4, 0.0, 90, 2.7, 270.0, 3.6, 270.0
2023-11-21 13:49:00, 977.301, 977.301, 977.001, 28.6, 0.4, 9, 59, 0.0, 0.0, -6.7, -2.3, 0.4, 0.0, 85, 2.2, 270.0, 3.6, 247.5
2023-11-21 13:50:00, 977.437, 977.437, 977.137, 28.6, 0.3, 8, 59, 0.0, 0.0, -6.7, -3.9, 0.3, 0.0, 85, 4.0, 247.5, 5.4, 247.5
2023-11-21 13:51:00, 977.369, 977.369, 977.069, 28.6, 0.3, 8, 59, 0.0, 0.0, -6.7, -4.7, 0.3, 0.0, 81, 5.4, 270.0, 6.7, 247.5
2023-11-21 13:52:00, 977.369, 977.369, 977.069, 28.6, 0.3, 8, 59, 0.0, 0.0, -6.8, -5.0, 0.3, 0.0, 85, 5.8, 270.0, 8.0, 270.0
2023-11-21 13:53:00, 977.606, 977.606, 977.306, 28.4, 0.3, 8, 60, 0.0, 0.0, -6.6, -5.0, 0.3, 0.0, 85, 5.8, 270.0, 7.6, 225.0
2023-11-21 13:54:00, 977.335, 977.335, 977.035, 28.4, 0.3, 8, 60, 0.0, 0.0, -6.6, -4.5, 0.3, 0.0, 81, 4.9, 247.5, 8.0, 247.5
2023-11-21 13:55:00, 977.504, 977.504, 977.204, 28.4, 0.3, 8, 60, 0.0, 0.0, -6.6, -4.0, 0.3, 0.0, 85, 4.0, 270.0, 9.4, 247.5
2023-11-21 13:56:00, 977.335, 977.335, 977.035, 28.4, 0.2, 8, 60, 0.0, 0.0, -6.6, -4.0, 0.2, 0.0, 81, 4.0, 292.5, 5.4, 270.0
2023-11-21 13:57:00, 977.098, 977.098, 976.798, 28.4, 0.2, 9, 61, 0.0, 0.0, -6.4, -5.7, 0.2, 0.0, 85, 7.2, 292.5, 8.9, 292.5
2023-11-21 13:58:00, 977.267, 977.267, 976.967, 28.4, 0.2, 10, 61, 0.0, 0.0, -6.4, -5.9, 0.2, 0.0, 85, 7.6, 270.0, 10.3, 270.0
2023-11-21 13:59:00, 977.335, 977.335, 977.035, 28.4, 0.2, 9, 61, 0.0, 0.0, -6.4, -4.6, 0.2, 0.0, 85, 4.9, 225.0, 7.6, 270.0
2023-11-21 14:00:00, 977.335, 977.335, 977.035, 28.4, 0.2, 9, 61, 0.0, 0.0, -6.5, -3.0, 0.2, 0.0, 85, 2.7, 270.0, 5.4, 247.5
2023-11-21 14:01:00, 977.335, 977.335, 977.035, 28.4, 0.2, 9, 61, 0.0, 0.0, -6.5, -2.0, 0.2, 0.0, 81, 1.8, 0.0, 3.6, 292.5
2023-11-21 14:02:00, 977.470, 977.470, 977.171, 28.6, 0.1, 9, 61, 0.0, 0.0, -6.5, -5.2, 0.1, 0.0, 85, 5.8, 270.0, 8.9, 270.0
2023-11-21 14:03:00, 977.369, 977.369, 977.069, 28.6, 0.1, 9, 61, 0.0, 0.0, -6.5, -4.7, 0.1, 0.0, 81, 4.9, 225.0, 7.2, 225.0
2023-11-21 14:04:00, 977.233, 977.233, 976.933, 28.4, 0.2, 8, 61, 0.0, 0.0, -6.5, -3.0, 0.2, 0.0, 90, 2.7, 270.0, 4.5, 247.5
2023-11-21 14:05:00, 977.200, 977.200, 976.900, 28.4, 0.1, 9, 62, 0.0, 0.0, -6.3, -5.0, 0.1, 0.0, 81, 5.4, 270.0, 7.2, 270.0
2023-11-21 14:06:00, 977.166, 977.166, 976.866, 28.4, 0.1, 9, 62, 0.0, 0.0, -6.3, -4.2, 0.1, 0.0, 81, 4.0, 247.5, 5.8, 270.0
2023-11-21 14:07:00, 977.132, 977.132, 976.832, 28.4, 0.1, 8, 63, 0.0, 0.0, -6.1, -3.5, 0.1, 0.0, 85, 3.1, 270.0, 4.9, 247.5
2023-11-21 14:08:00, 977.267, 977.267, 976.967, 28.4, 0.1, 8, 63, 0.0, 0.0, -6.1, -3.5, 0.1, 0.0, 81, 3.1, 247.5, 4.5, 247.5
2023-11-21 14:09:00, 977.335, 977.335, 977.035, 28.4, 0.1, 8, 63, 0.0, 0.0, -6.1, -4.8, 0.1, 0.0, 94, 4.9, 270.0, 7.2, 270.0
2023-11-21 14:10:00, 977.030, 977.030, 976.730, 28.4, 0.1, 9, 63, 0.0, 0.0, -6.1, -5.1, 0.1, 0.0, 77, 5.4, 292.5, 7.2, 315.0
2023-11-21 14:11:00, 977.064, 977.064, 976.764, 28.4, 0.1, 9, 63, 0.0, 0.0, -6.1, -3.9, 0.1, 0.0, 77, 3.6, 292.5, 4.9, 292.5
2023-11-21 14:12:00, 977.200, 977.200, 976.900, 28.4, 0.1, 9, 63, 0.0, 0.0, -6.1, -3.5, 0.1, 0.0, 85, 3.1, 270.0, 4.9, 270.0
2023-11-21 14:13:00, 977.233, 977.233, 976.933, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, -3.9, 0.1, 0.0, 100, 3.6, 247.5, 4.9, 247.5
2023-11-21 14:14:00, 977.200, 977.200, 976.900, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, -3.1, 0.1, 0.0, 81, 2.7, 270.0, 4.9, 270.0
2023-11-21 14:15:00, 977.132, 977.132, 976.832, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, 0.1, 0.1, 0.0, 73, 1.3, 270.0, 2.2, 270.0
2023-11-21 14:16:00, 976.996, 976.996, 976.696, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, -2.1, 0.1, 0.0, 73, 1.8, 45.0, 2.7, 45.0
2023-11-21 14:17:00, 976.963, 976.963, 976.663, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, -3.1, 0.1, 0.0, 90, 2.7, 292.5, 3.6, 292.5
2023-11-21 14:18:00, 977.064, 977.064, 976.764, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, -4.5, 0.1, 0.0, 73, 4.5, 247.5, 5.8, 270.0
2023-11-21 14:19:00, 977.064, 977.064, 976.764, 28.6, 0.1, 9, 63, 0.0, 0.0, -6.1, -3.1, 0.1, 0.0, 77, 2.7, 247.5, 5.4, 225.0
